event_id,video_filename,track_id_combination,bee_a_detection_ids,bee_b_detection_ids,timestamps,frame_ids,cam_id,human_decidable_interaction,trophallaxis_observed,bee_a_is_donor,trophallaxis_start_frame_nr,trophallaxis_end_frame_nr,comments
f54d2a36-3b87-4b82-adc9-4ff23575bc94,f54d2a36-3b87-4b82-adc9-4ff23575bc94.mp4,"('991021a1-fc5e-456a-8fd1-75b1dd5e4bff', 'fc69cc93-e534-4eb9-8da8-7f4beecbc3a5')","['f10851001198284344669d55c0', 'f16924261574593972249d55c0', 'f15537293439664840888d56c0', 'f15188256510614320674d60c0', 'f14283994333276268553d58c0', 'f12921054640287399621d60c0', 'f12950923863453715950d55c0', 'f10164309552992237556d57c0', 'f11085229372328644519d58c0', 'f17688484985701680058d59c0', 'f11554425757918160028d58c0', 'f17921508303334915556d59c0', 'f9616941658428618319d56c0']","['f10851001198284344669d56c0', 'f16924261574593972249d56c0', 'f15537293439664840888d57c0', 'f15188256510614320674d61c0', 'f14283994333276268553d59c0', 'f12921054640287399621d61c0', 'f12950923863453715950d56c0', 'f10164309552992237556d56c0', 'f11085229372328644519d55c0', 'f17688484985701680058d58c0', 'f11554425757918160028d57c0', 'f17921508303334915556d58c0', 'f9616941658428618319d54c0']","[1468933219.826731, 1468933220.159171, 1468933220.491211, 1468933222.152197, 1468933222.81672, 1468933223.148721, 1468933223.813665, 1468933224.145309, 1468933224.478426, 1468933224.809782, 1468933225.141961, 1468933225.474401, 1468933225.806465]","['10851001198284344669', '16924261574593972249', '15537293439664840888', '15188256510614320674', '14283994333276268553', '12921054640287399621', '12950923863453715950', '10164309552992237556', '11085229372328644519', '17688484985701680058', '11554425757918160028', '17921508303334915556', '9616941658428618319']",0,n,,,,,
920ebb0d-5c98-4c28-ba01-69c1818d32a9,920ebb0d-5c98-4c28-ba01-69c1818d32a9.mp4,"('991021a1-fc5e-456a-8fd1-75b1dd5e4bff', '8d8cda08-7315-4921-9352-965136d759bd')","['f15735085963681420423d62c0', 'f15167009888404255831d60c0', 'f14807804838068318516d61c0', 'f14269243534446160066d59c0', 'f9676671110694400825d57c0', 'f15204440045661787966d58c0', 'f17104214822739924463d58c0', 'f10091405026442559240d60c0', 'f14301414005401108472d63c0']","['f15735085963681420423d52c0', 'f15167009888404255831d53c0', 'f14807804838068318516d54c0', 'f14269243534446160066d51c0', 'f9676671110694400825d51c0', 'f15204440045661787966d50c0', 'f17104214822739924463d52c0', 'f10091405026442559240d49c0', 'f14301414005401108472d50c0']","[1468933408.852301, 1468933409.184537, 1468933409.51658, 1468933409.848718, 1468933410.180881, 1468933410.513221, 1468933410.845465, 1468933411.177585, 1468933411.509755]","['15735085963681420423', '15167009888404255831', '14807804838068318516', '14269243534446160066', '9676671110694400825', '15204440045661787966', '17104214822739924463', '10091405026442559240', '14301414005401108472']",0,y,n,,,,
0a03b347-3934-4d75-a850-2140b5ed183a,0a03b347-3934-4d75-a850-2140b5ed183a.mp4,"('98a35647-ac84-4462-b903-c12cef49bae8', '7d5523ff-29f6-4e58-a4a7-33ee51f63425')","['f12943150394496771197d42c0', 'f18173377692621300342d40c0', 'f13470191799032900052d42c0', 'f16725021226892454496d40c0', 'f13865984051296855747d39c0', 'f15603250740489270497d40c0', 'f14017373078466424566d42c0', 'f17466692004958674346d42c0', 'f14336015964647895975d42c0', 'f10222749326249307205d41c0', 'f14124055514610814296d42c0', 'f16929533844288806975d42c0', 'f11933033031511808420d43c0', 'f9239540679082842691d40c0', 'f15628762828177288076d42c0']","['f12943150394496771197d35c0', 'f18173377692621300342d33c0', 'f13470191799032900052d35c0', 'f16725021226892454496d34c0', 'f13865984051296855747d33c0', 'f15603250740489270497d32c0', 'f14017373078466424566d34c0', 'f17466692004958674346d35c0', 'f14336015964647895975d33c0', 'f10222749326249307205d33c0', 'f14124055514610814296d35c0', 'f16929533844288806975d35c0', 'f11933033031511808420d37c0', 'f9239540679082842691d36c0', 'f15628762828177288076d35c0']","[1468931875.388029, 1468931875.72015, 1468931876.052221, 1468931876.384389, 1468931876.717339, 1468931877.381185, 1468931877.713224, 1468931878.045675, 1468931878.379272, 1468931878.709848, 1468931879.042355, 1468931879.374528, 1468931879.706515, 1468931880.038958, 1468931880.371157]","['12943150394496771197', '18173377692621300342', '13470191799032900052', '16725021226892454496', '13865984051296855747', '15603250740489270497', '14017373078466424566', '17466692004958674346', '14336015964647895975', '10222749326249307205', '14124055514610814296', '16929533844288806975', '11933033031511808420', '9239540679082842691', '15628762828177288076']",0,y,n,,,,
37c537d6-bc7b-4d14-9d22-47f462c2b30d,37c537d6-bc7b-4d14-9d22-47f462c2b30d.mp4,"('cee66ab9-f804-4c86-a326-7bbb4c7774c4', '9ca6427d-898e-45df-b13b-5ac1d05c2f61')","['f18247313903256498309d26c0', 'f15672589892939218098d26c0', 'f15411560470165422504d26c0', 'f15750715261411922916d25c0', 'f15536323908983974149d24c0', 'f17580016479837296553d25c0', 'f9248085007217134083d28c0', 'f13435026312842519881d27c0', 'f9286111812848425477d29c0', 'f11450387541572054847d28c0']","['f18247313903256498309d28c0', 'f15672589892939218098d27c0', 'f15411560470165422504d27c0', 'f15750715261411922916d27c0', 'f15536323908983974149d25c0', 'f17580016479837296553d26c0', 'f9248085007217134083d29c0', 'f13435026312842519881d30c0', 'f9286111812848425477d32c0', 'f11450387541572054847d30c0']","[1468933905.500314, 1468933905.832223, 1468933906.164416, 1468933906.496992, 1468933906.82913, 1468933907.16136, 1468933907.493495, 1468933907.825503, 1468933908.157801, 1468933908.490152]","['18247313903256498309', '15672589892939218098', '15411560470165422504', '15750715261411922916', '15536323908983974149', '17580016479837296553', '9248085007217134083', '13435026312842519881', '9286111812848425477', '11450387541572054847']",0,y,n,,,,
63284790-8fe1-45b2-a558-52afcf3a02bf,63284790-8fe1-45b2-a558-52afcf3a02bf.mp4,"('aed7a80f-b0f8-42bd-9f11-eb668974d95f', '46ff9d76-35b7-4446-a950-0db47e1422c5')","['f13912213151754779515d34c0', 'f15537293439664840888d32c0', 'f18125649923488897871d34c0', 'f10786926965185355535d32c0', 'f17069518490109435698d35c0', 'f16487190818168941878d37c0', 'f15188256510614320674d36c0', 'f10702577287365419675d38c0']","['f13912213151754779515d33c0', 'f15537293439664840888d31c0', 'f18125649923488897871d33c0', 'f10786926965185355535d31c0', 'f17069518490109435698d32c0', 'f16487190818168941878d35c0', 'f15188256510614320674d34c0', 'f10702577287365419675d33c0']","[1468933218.830168, 1468933220.491211, 1468933220.823301, 1468933221.155287, 1468933221.487789, 1468933221.820137, 1468933222.152197, 1468933222.484218]","['13912213151754779515', '15537293439664840888', '18125649923488897871', '10786926965185355535', '17069518490109435698', '16487190818168941878', '15188256510614320674', '10702577287365419675']",0,y,n,,,,
312f93fc-0251-4f08-bf05-ae63a1e8b9bb,312f93fc-0251-4f08-bf05-ae63a1e8b9bb.mp4,"('fe5640a6-d630-40f3-b318-eb3bc019f25c', 'c56e3312-2ebe-4ae9-935f-ba44f88168da')","['f15587804379231511470d9c0', 'f14664561945827917725d9c0', 'f15802777690726543658d9c0', 'f16580297174507274394d9c0', 'f13088567538130199473d9c0', 'f13736149128652377504d9c0', 'f11862154020775976438d9c0', 'f16545746656248126339d9c0', 'f14294140249985099314d10c0']","['f15587804379231511470d13c0', 'f14664561945827917725d13c0', 'f15802777690726543658d13c0', 'f16580297174507274394d13c0', 'f13088567538130199473d13c0', 'f13736149128652377504d13c0', 'f11862154020775976438d13c0', 'f16545746656248126339d14c0', 'f14294140249985099314d14c0']","[1468932129.193865, 1468932129.526077, 1468932129.857986, 1468932130.190171, 1468932130.522537, 1468932130.854603, 1468932131.18704, 1468932131.519059, 1468932131.851251]","['15587804379231511470', '14664561945827917725', '15802777690726543658', '16580297174507274394', '13088567538130199473', '13736149128652377504', '11862154020775976438', '16545746656248126339', '14294140249985099314']",0,y,n,,,,
eda5f1e3-41e1-46c3-9276-4e3a11516df7,eda5f1e3-41e1-46c3-9276-4e3a11516df7.mp4,"('fe5640a6-d630-40f3-b318-eb3bc019f25c', '5a075b2e-7728-46ce-865c-1233cd7fd573')","['f12570798010343414245d23c0', 'f18382021832873098040d25c0', 'f17172346581222667401d21c0', 'f16763715661518880504d21c0', 'f10028326671014865114d21c0', 'f11119007310021555869d20c0', 'f13810084219207950231d20c0', 'f13642367077548609521d20c0', 'f17734149315414155089d20c0', 'f15869643651884544515d21c0']","['f12570798010343414245d31c0', 'f18382021832873098040d32c0', 'f17172346581222667401d31c0', 'f16763715661518880504d29c0', 'f10028326671014865114d29c0', 'f11119007310021555869d27c0', 'f13810084219207950231d27c0', 'f13642367077548609521d26c0', 'f17734149315414155089d22c0', 'f15869643651884544515d28c0']","[1468932415.887622, 1468932416.219795, 1468932416.884516, 1468932417.216385, 1468932417.548785, 1468932417.880983, 1468932418.213463, 1468932418.545415, 1468932418.877789, 1468932419.209683]","['12570798010343414245', '18382021832873098040', '17172346581222667401', '16763715661518880504', '10028326671014865114', '11119007310021555869', '13810084219207950231', '13642367077548609521', '17734149315414155089', '15869643651884544515']",0,y,n,,,,
15570170-21bc-45f8-8f59-3a6c89f6fcdf,15570170-21bc-45f8-8f59-3a6c89f6fcdf.mp4,"('fe5640a6-d630-40f3-b318-eb3bc019f25c', 'a12d8560-9e8f-4381-aee1-2ade59613a38')","['f13518105357940747065d29c0', 'f13049075122430856244d28c0', 'f17456647173499963066d27c0', 'f17903854719877668979d27c0', 'f17297037567639215811d27c0']","['f13518105357940747065d38c0', 'f13049075122430856244d38c0', 'f17456647173499963066d36c0', 'f17903854719877668979d35c0', 'f17297037567639215811d37c0']","[1468932189.655089, 1468932189.987234, 1468932190.319877, 1468932191.648389, 1468932191.980854]","['13518105357940747065', '13049075122430856244', '17456647173499963066', '17903854719877668979', '17297037567639215811']",0,y,n,,,,
fb973b8c-4c59-401b-b4b9-0d5b121ba5fa,fb973b8c-4c59-401b-b4b9-0d5b121ba5fa.mp4,"('6f7e2b51-eba0-487a-a674-4f5993a29179', 'f48d3b00-7937-4227-a400-303eafc44ba1')","['f17535343560420718838d38c0', 'f17729898777671980116d37c0', 'f12264589148013433532d38c0', 'f17063159204164799317d39c0', 'f10244040412079612613d38c0', 'f15072799974401505956d37c0', 'f13747181275196588736d37c0', 'f12932892613455424059d37c0', 'f12884442187249099181d34c0', 'f14343696423002271704d34c0', 'f14943217138753341036d35c0']","['f17535343560420718838d44c0', 'f17729898777671980116d42c0', 'f12264589148013433532d43c0', 'f17063159204164799317d44c0', 'f10244040412079612613d41c0', 'f15072799974401505956d42c0', 'f13747181275196588736d41c0', 'f12932892613455424059d42c0', 'f12884442187249099181d39c0', 'f14343696423002271704d39c0', 'f14943217138753341036d41c0']","[1468933796.536824, 1468933796.869137, 1468933797.201811, 1468933797.533703, 1468933797.86552, 1468933798.198055, 1468933798.530057, 1468933798.862234, 1468933799.194542, 1468933799.52673, 1468933799.859171]","['17535343560420718838', '17729898777671980116', '12264589148013433532', '17063159204164799317', '10244040412079612613', '15072799974401505956', '13747181275196588736', '12932892613455424059', '12884442187249099181', '14343696423002271704', '14943217138753341036']",0,y,n,,,,
b7a5c380-5f5c-4bc2-a937-a36510a5c86b,b7a5c380-5f5c-4bc2-a937-a36510a5c86b.mp4,"('1de32b94-c959-40e5-ab8e-f7b7c856d738', 'f583e8a5-8474-4ee5-a8d1-db2ee77dc3bc')","['f13908788551754831594d38c0', 'f11634869499453258040d38c0', 'f15401011294958493861d38c0', 'f14747859898289423889d39c0', 'f14882266042171171527d43c0', 'f14085475467736196165d40c0', 'f13659770405270493375d39c0']","['f13908788551754831594d43c0', 'f11634869499453258040d43c0', 'f15401011294958493861d42c0', 'f14747859898289423889d43c0', 'f14882266042171171527d47c0', 'f14085475467736196165d44c0', 'f13659770405270493375d42c0']","[1468933985.562106, 1468933985.893947, 1468933986.226114, 1468933986.558558, 1468933986.890645, 1468933987.555065, 1468933987.887282]","['13908788551754831594', '11634869499453258040', '15401011294958493861', '14747859898289423889', '14882266042171171527', '14085475467736196165', '13659770405270493375']",0,y,n,,,,
dffc73ce-7488-431a-9690-5f45eb10a8c9,dffc73ce-7488-431a-9690-5f45eb10a8c9.mp4,"('bfaf0573-62dc-4bb2-808f-66434398130f', '9aab1c50-9774-4b83-9fe9-0cc02b0d1149')","['f12774832364552628520d96c0', 'f16768522696161554654d93c0', 'f14100461424318881615d94c0', 'f15589799730556049892d95c0', 'f18426873642139343721d91c0', 'f15717090330917200401d91c0', 'f12385032088039747737d89c0', 'f15672904911381392622d88c0']","['f12774832364552628520d98c0', 'f16768522696161554654d94c0', 'f14100461424318881615d95c0', 'f15589799730556049892d97c0', 'f18426873642139343721d94c0', 'f15717090330917200401d92c0', 'f12385032088039747737d90c0', 'f15672904911381392622d91c0']","[1468933729.098855, 1468933729.430967, 1468933729.763216, 1468933730.095154, 1468933730.427598, 1468933730.76, 1468933731.092176, 1468933731.424396]","['12774832364552628520', '16768522696161554654', '14100461424318881615', '15589799730556049892', '18426873642139343721', '15717090330917200401', '12385032088039747737', '15672904911381392622']",0,y,n,,,,
a538e50f-ad42-4b68-841e-285a49debeff,a538e50f-ad42-4b68-841e-285a49debeff.mp4,"('bfaf0573-62dc-4bb2-808f-66434398130f', '4ef90742-e6cc-4dad-ad08-a26f8a583c3d')","['f14727980180206413478d79c0', 'f13093171907016231871d77c0', 'f14490133954941784758d82c0', 'f15688033552406237950d80c0', 'f11930302390979289026d83c0', 'f10040964567116828301d82c0', 'f12980081283208116968d83c0', 'f14401277755230377802d82c0', 'f18235807610502381763d78c0']","['f14727980180206413478d77c0', 'f13093171907016231871d75c0', 'f14490133954941784758d80c0', 'f15688033552406237950d79c0', 'f11930302390979289026d81c0', 'f10040964567116828301d80c0', 'f12980081283208116968d81c0', 'f14401277755230377802d80c0', 'f18235807610502381763d76c0']","[1468933739.729425, 1468933740.061517, 1468933740.394066, 1468933740.726004, 1468933741.058323, 1468933741.390339, 1468933741.722498, 1468933742.054721, 1468933742.387115]","['14727980180206413478', '13093171907016231871', '14490133954941784758', '15688033552406237950', '11930302390979289026', '10040964567116828301', '12980081283208116968', '14401277755230377802', '18235807610502381763']",0,y,n,,,,
0f1ee1f5-c84f-4552-9856-d3850492ae72,0f1ee1f5-c84f-4552-9856-d3850492ae72.mp4,"('c565bc6d-77d7-4121-9d75-f9eb546d4d7d', '9d041dbb-c7a5-4242-9927-c633a9f8f449')","['f15916099150337104171d60c0', 'f16715602327018660458d59c0', 'f17754087649224506448d57c0', 'f9919883678333320812d58c0', 'f14769900489225339667d57c0', 'f10897057651372138494d57c0', 'f12303746840546812412d59c0', 'f15222417112570733601d61c0', 'f17174377096943527397d60c0', 'f12160662643621109805d62c0', 'f18343343329151172790d63c0', 'f13251817756647769963d61c0', 'f9838114830042546316d60c0', 'f11119077433733400581d59c0', 'f17113227951348470244d60c0']","['f15916099150337104171d70c0', 'f16715602327018660458d69c0', 'f17754087649224506448d67c0', 'f9919883678333320812d65c0', 'f14769900489225339667d64c0', 'f10897057651372138494d66c0', 'f12303746840546812412d70c0', 'f15222417112570733601d69c0', 'f17174377096943527397d71c0', 'f12160662643621109805d74c0', 'f18343343329151172790d72c0', 'f13251817756647769963d72c0', 'f9838114830042546316d70c0', 'f11119077433733400581d69c0', 'f17113227951348470244d73c0']","[1468932219.553671, 1468932219.885777, 1468932220.218088, 1468932220.550167, 1468932220.882764, 1468932221.214717, 1468932221.547059, 1468932221.879663, 1468932222.211643, 1468932222.545175, 1468932222.875909, 1468932223.208098, 1468932223.540518, 1468932223.872309, 1468932224.204802]","['15916099150337104171', '16715602327018660458', '17754087649224506448', '9919883678333320812', '14769900489225339667', '10897057651372138494', '12303746840546812412', '15222417112570733601', '17174377096943527397', '12160662643621109805', '18343343329151172790', '13251817756647769963', '9838114830042546316', '11119077433733400581', '17113227951348470244']",0,y,n,,,,
8938041f-1211-429f-a051-59ebefdf7a8c,8938041f-1211-429f-a051-59ebefdf7a8c.mp4,"('c565bc6d-77d7-4121-9d75-f9eb546d4d7d', 'a287062c-b9a5-4217-8091-8ade8c3048c1')","['f18325448897614406501d40c0', 'f10357587072750377355d40c0', 'f13850756390643014202d40c0', 'f17071024491907807976d40c0', 'f13974281202684488386d40c0', 'f14265438854187429645d41c0', 'f16873461025419772882d43c0', 'f14770909081535540535d42c0']","['f18325448897614406501d49c0', 'f10357587072750377355d49c0', 'f13850756390643014202d48c0', 'f17071024491907807976d46c0', 'f13974281202684488386d46c0', 'f14265438854187429645d47c0', 'f16873461025419772882d48c0', 'f14770909081535540535d48c0']","[1468932109.261527, 1468932109.59442, 1468932109.925839, 1468932110.257757, 1468932110.590022, 1468932110.922364, 1468932111.254364, 1468932111.586637]","['18325448897614406501', '10357587072750377355', '13850756390643014202', '17071024491907807976', '13974281202684488386', '14265438854187429645', '16873461025419772882', '14770909081535540535']",0,y,n,,,,
35d467b5-a9fa-4761-a6d3-db301323f67b,35d467b5-a9fa-4761-a6d3-db301323f67b.mp4,"('65c76fdb-1963-488d-a043-6c60238e0629', '8807dfaf-6830-413f-beef-0f50aad086bd')","['f11151916099814921846d59c0', 'f16659396368923242626d61c0', 'f12378673284168542067d62c0', 'f15688006133643854218d61c0', 'f16818492472181756365d59c0', 'f17660690474667850623d62c0', 'f18028244241992107430d60c0', 'f10230697843338345197d59c0']","['f11151916099814921846d57c0', 'f16659396368923242626d62c0', 'f12378673284168542067d60c0', 'f15688006133643854218d62c0', 'f16818492472181756365d60c0', 'f17660690474667850623d63c0', 'f18028244241992107430d61c0', 'f10230697843338345197d60c0']","[1468934113.461051, 1468934113.793637, 1468934114.125965, 1468934114.457999, 1468934114.789944, 1468934115.122422, 1468934115.45472, 1468934115.786857]","['11151916099814921846', '16659396368923242626', '12378673284168542067', '15688006133643854218', '16818492472181756365', '17660690474667850623', '18028244241992107430', '10230697843338345197']",0,y,n,,,,
964ac93f-c466-4674-b966-ef6e166e6081,964ac93f-c466-4674-b966-ef6e166e6081.mp4,"('65c76fdb-1963-488d-a043-6c60238e0629', 'dfdf3bcf-fa29-4811-bd8e-0790c1a5a6b6')","['f17040429098139038035d61c0', 'f18168418743596242275d61c0', 'f11498360029993822754d61c0', 'f15460361632277148425d61c0', 'f15569222140319847553d61c0', 'f17151150201579927743d62c0']","['f17040429098139038035d59c0', 'f18168418743596242275d58c0', 'f11498360029993822754d58c0', 'f15460361632277148425d60c0', 'f15569222140319847553d60c0', 'f17151150201579927743d61c0']","[1468934065.291531, 1468934065.623364, 1468934065.955816, 1468934066.95244, 1468934067.284628, 1468934067.616744]","['17040429098139038035', '18168418743596242275', '11498360029993822754', '15460361632277148425', '15569222140319847553', '17151150201579927743']",0,y,n,,,,
2102c52e-7459-4bd6-b4cf-447519939d78,2102c52e-7459-4bd6-b4cf-447519939d78.mp4,"('65c76fdb-1963-488d-a043-6c60238e0629', 'a06f9419-df74-4c39-8864-b2012b5409de')","['f10912535591086359591d66c0', 'f10143924837410991450d66c0', 'f10906120985607316914d66c0', 'f13415001114659105013d66c0', 'f13153260844277889773d67c0', 'f10354480072395297008d66c0', 'f15323375589954009674d66c0', 'f14571085479309514437d65c0', 'f14471547495822904498d65c0', 'f10179837096762339253d61c0', 'f16862613587429902456d65c0']","['f10912535591086359591d67c0', 'f10143924837410991450d67c0', 'f10906120985607316914d67c0', 'f13415001114659105013d65c0', 'f13153260844277889773d66c0', 'f10354480072395297008d65c0', 'f15323375589954009674d65c0', 'f14571085479309514437d64c0', 'f14471547495822904498d63c0', 'f10179837096762339253d60c0', 'f16862613587429902456d64c0']","[1468934004.165642, 1468934004.497548, 1468934004.82982, 1468934005.161888, 1468934005.494004, 1468934005.826237, 1468934006.158885, 1468934006.490913, 1468934006.823139, 1468934007.15528, 1468934007.487694]","['10912535591086359591', '10143924837410991450', '10906120985607316914', '13415001114659105013', '13153260844277889773', '10354480072395297008', '15323375589954009674', '14571085479309514437', '14471547495822904498', '10179837096762339253', '16862613587429902456']",0,y,n,,,,
7cc57a96-fcc7-4487-8b5b-aecb9e96c4ed,7cc57a96-fcc7-4487-8b5b-aecb9e96c4ed.mp4,"('41d2c116-deeb-4b5a-b436-3882df0e0c99', '64f3d08d-24df-4a52-bd28-fd72cb6589e2')","['f17271100964586817741d104c0', 'f9912708288919279534d101c0', 'f13324592823090786243d103c0', 'f13790741522610822271d102c0', 'f16980846058907008746d105c0', 'f13759985122971711076d107c0', 'f13392525209946640095d108c0', 'f10914903134293122880d110c0', 'f12874308873422060707d108c0']","['f17271100964586817741d93c0', 'f9912708288919279534d91c0', 'f13324592823090786243d92c0', 'f13790741522610822271d93c0', 'f16980846058907008746d97c0', 'f13759985122971711076d100c0', 'f13392525209946640095d99c0', 'f10914903134293122880d100c0', 'f12874308873422060707d98c0']","[1468932583.651878, 1468932583.98433, 1468932584.317448, 1468932584.648873, 1468932584.98123, 1468932585.31298, 1468932585.645189, 1468932585.97757, 1468932586.309596]","['17271100964586817741', '9912708288919279534', '13324592823090786243', '13790741522610822271', '16980846058907008746', '13759985122971711076', '13392525209946640095', '10914903134293122880', '12874308873422060707']",0,y,n,,,,
50b40b6b-c68e-4db4-bf1b-f96229504e19,50b40b6b-c68e-4db4-bf1b-f96229504e19.mp4,"('58e343e9-eb43-4e10-bf7e-c488e34d9e8c', '9bd1a1fe-7419-4ff9-8965-a6fb6340d781')","['f12436930150143108582d3c0', 'f17919758132984669435d3c0', 'f10752274449598442495d4c0', 'f12568154529882614450d4c0', 'f11633167579048394517d3c0', 'f9679641022251902317d3c0', 'f10841120693903688456d3c0', 'f17696560844594908283d3c0', 'f15154421708470859118d3c0', 'f17040100051544235019d4c0']","['f12436930150143108582d0c0', 'f17919758132984669435d1c0', 'f10752274449598442495d1c0', 'f12568154529882614450d1c0', 'f11633167579048394517d1c0', 'f9679641022251902317d1c0', 'f10841120693903688456d1c0', 'f17696560844594908283d1c0', 'f15154421708470859118d1c0', 'f17040100051544235019d2c0']","[1468934278.56736, 1468934278.899936, 1468934279.231983, 1468934279.564227, 1468934279.896533, 1468934280.228864, 1468934280.561007, 1468934280.892999, 1468934281.225425, 1468934281.557443]","['12436930150143108582', '17919758132984669435', '10752274449598442495', '12568154529882614450', '11633167579048394517', '9679641022251902317', '10841120693903688456', '17696560844594908283', '15154421708470859118', '17040100051544235019']",0,y,n,,,,
3162352a-db8d-48a0-ba0c-94bf38e697f5,3162352a-db8d-48a0-ba0c-94bf38e697f5.mp4,"('40cca80f-de7a-4445-b68d-fbb568a161c5', 'b34034e8-ea4a-4441-8607-cdfd246af543')","['f16265927090853940634d83c0', 'f13627949757539735350d82c0', 'f16092099426485616505d82c0', 'f13489540757918767106d81c0', 'f11523337588955691373d78c0', 'f11429292044016968188d78c0', 'f12463987770707826122d80c0', 'f10574734413777453806d81c0', 'f10691006135226372948d80c0']","['f16265927090853940634d73c0', 'f13627949757539735350d72c0', 'f16092099426485616505d73c0', 'f13489540757918767106d70c0', 'f11523337588955691373d70c0', 'f11429292044016968188d68c0', 'f12463987770707826122d72c0', 'f10574734413777453806d70c0', 'f10691006135226372948d70c0']","[1468934309.46316, 1468934309.795114, 1468934310.127146, 1468934310.459381, 1468934310.791604, 1468934311.123962, 1468934311.45806, 1468934311.788411, 1468934312.120702]","['16265927090853940634', '13627949757539735350', '16092099426485616505', '13489540757918767106', '11523337588955691373', '11429292044016968188', '12463987770707826122', '10574734413777453806', '10691006135226372948']",0,y,n,,,,
57797e76-11e0-4acf-9c16-0cd439deb6f0,57797e76-11e0-4acf-9c16-0cd439deb6f0.mp4,"('29bf7351-763a-4197-969a-d649083e6c8b', 'b35ac7c4-01f2-4889-8522-cead49020214')","['f17291865106305641533d10c0', 'f15295331953303850021d11c0', 'f14502680085034681654d12c0', 'f12160564140301183082d12c0', 'f18128907478306610847d11c0', 'f13476141155933273638d11c0', 'f13799970847747290608d11c0', 'f17013975913528648448d10c0', 'f14478074202735376856d9c0']","['f17291865106305641533d12c0', 'f15295331953303850021d13c0', 'f14502680085034681654d14c0', 'f12160564140301183082d14c0', 'f18128907478306610847d13c0', 'f13476141155933273638d12c0', 'f13799970847747290608d12c0', 'f17013975913528648448d13c0', 'f14478074202735376856d13c0']","[1468932489.305355, 1468932489.637485, 1468932489.969856, 1468932490.30194, 1468932490.634228, 1468932490.966256, 1468932491.298663, 1468932491.630515, 1468932491.962864]","['17291865106305641533', '15295331953303850021', '14502680085034681654', '12160564140301183082', '18128907478306610847', '13476141155933273638', '13799970847747290608', '17013975913528648448', '14478074202735376856']",0,y,n,,,,
b0ddebd3-b87b-4aa4-9bfc-6890c175ee90,b0ddebd3-b87b-4aa4-9bfc-6890c175ee90.mp4,"('dabe8043-440f-4c3f-8e72-d503913f1379', 'a6c8db14-8fb9-4b5c-a561-81cdc937ccd9')","['f10471554179288732632d28c0', 'f13265396613515716913d26c0', 'f17293043093730690029d26c0', 'f10705121749533010839d26c0', 'f15785427465692045162d26c0', 'f14535478088060522106d25c0', 'f15052278609284021159d26c0', 'f11417567863004334512d26c0', 'f13164363264671104648d24c0', 'f17646422494553302284d24c0', 'f17299046993220882305d23c0', 'f13466716108183006088d24c0', 'f14066212019705664679d26c0', 'f18179683161574611862d26c0', 'f9236254502345359851d25c0', 'f16707037210954094163d27c0', 'f10852298051784508491d26c0', 'f16196197046626722303d26c0']","['f10471554179288732632d29c0', 'f13265396613515716913d25c0', 'f17293043093730690029d25c0', 'f10705121749533010839d25c0', 'f15785427465692045162d25c0', 'f14535478088060522106d24c0', 'f15052278609284021159d25c0', 'f11417567863004334512d25c0', 'f13164363264671104648d25c0', 'f17646422494553302284d25c0', 'f17299046993220882305d24c0', 'f13466716108183006088d25c0', 'f14066212019705664679d25c0', 'f18179683161574611862d25c0', 'f9236254502345359851d22c0', 'f16707037210954094163d26c0', 'f10852298051784508491d28c0', 'f16196197046626722303d28c0']","[1468934085.55609, 1468934085.888014, 1468934086.220649, 1468934086.552673, 1468934086.88501, 1468934087.217087, 1468934087.549485, 1468934087.881431, 1468934088.213655, 1468934088.546181, 1468934088.877977, 1468934089.210407, 1468934089.54205, 1468934089.87484, 1468934090.206789, 1468934090.539348, 1468934090.875035, 1468934091.203755]","['10471554179288732632', '13265396613515716913', '17293043093730690029', '10705121749533010839', '15785427465692045162', '14535478088060522106', '15052278609284021159', '11417567863004334512', '13164363264671104648', '17646422494553302284', '17299046993220882305', '13466716108183006088', '14066212019705664679', '18179683161574611862', '9236254502345359851', '16707037210954094163', '10852298051784508491', '16196197046626722303']",0,y,y,y,8,11,
3df30bc0-68d6-4872-b907-4a106f61542d,3df30bc0-68d6-4872-b907-4a106f61542d.mp4,"('4466725f-76c0-4dd8-b6a2-dd6b9a686c6f', '35b500bf-7095-4227-9836-3a4b380a4da0')","['f9825800596936887947d44c0', 'f14428173748702064091d44c0', 'f13071815046667804943d44c0', 'f15442768089299759277d45c0', 'f13875121041146732752d47c0', 'f13054878074501395725d47c0', 'f13010351119689930993d45c0', 'f15899539760993589332d42c0']","['f9825800596936887947d40c0', 'f14428173748702064091d40c0', 'f13071815046667804943d40c0', 'f15442768089299759277d40c0', 'f13875121041146732752d42c0', 'f13054878074501395725d43c0', 'f13010351119689930993d40c0', 'f15899539760993589332d37c0']","[1468932865.030658, 1468932865.362943, 1468932865.694877, 1468932866.027359, 1468932866.359643, 1468932866.691579, 1468932867.023687, 1468932867.356049]","['9825800596936887947', '14428173748702064091', '13071815046667804943', '15442768089299759277', '13875121041146732752', '13054878074501395725', '13010351119689930993', '15899539760993589332']",0,y,n,,,,
